what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1460547251946
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1460547251946
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1460547251992
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1460547251992
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1460547251992
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1460547251992
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1460547252008
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1460547252008
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1460547252008
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1460547252008
os,sysinfo,,,"win32",1460547252008
arch,sysinfo,,,"x86",1460547252008
ws,sysinfo,,,"win32",1460547252008
locale,sysinfo,,,"zh_CN",1460547252008
processors,sysinfo,,,"4",1460547252008
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1460547252008
java.runtime.version,sysinfo,,,"1.7.0-b147",1460547252008
java.specification.name,sysinfo,,,"Java Platform API Specification",1460547252008
java.specification.vendor,sysinfo,,,"Oracle Corporation",1460547252008
java.specification.version,sysinfo,,,"1.7",1460547252008
java.vendor,sysinfo,,,"Oracle Corporation",1460547252008
java.version,sysinfo,,,"1.7.0",1460547252008
java.vm.info,sysinfo,,,"mixed mode, sharing",1460547252008
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1460547252008
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1460547252008
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1460547252008
java.vm.specification.version,sysinfo,,,"1.7",1460547252008
java.vm.vendor,sysinfo,,,"Oracle Corporation",1460547252008
java.vm.version,sysinfo,,,"21.0-b17",1460547252008
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460547252055
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1460547252086
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1460547257359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547258794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547259590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547265408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547267000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547267764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547269028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547269698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547270946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547274581
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547286125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547287233
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547288294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547289183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547290041
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547290977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547291960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547292833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547293738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547294783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547295610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547296640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547297404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547298480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547299448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547300399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547301554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547302474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547303753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547303863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547305048
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460547305235
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1460547306234
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1460547306359
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1460547306359
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1460547306374
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1460547306374
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws,1.0.508.v201104071820,"org.eclipse.jst.ws",1460547306374
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1460547306374
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.402.v201105050214,"org.eclipse.wst.wsdl.ui",1460547306374
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1460547306374
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1460547306374
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1460547306374
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1460547306374
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1460547306374
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1460547306374
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1460547306374
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1460547306374
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1460547306374
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1460547306374
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1460547306374
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1460594170678
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1460594170678
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1460594170678
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1460594170725
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1460594170787
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1460594170787
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1460594170881
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1460594170928
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1460594170990
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1460594171068
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1460594171130
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1460594171193
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1460594171318
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1460594171364
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1460594171427
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1460594171489
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1460594171520
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1460594171645
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1460594171754
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1460594171786
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1460594171786
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1460594171801
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1460594171848
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1460594171864
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1460594171895
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1460594171957
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1460594171988
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1460594172113
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1460594172176
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1460594172222
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1460594172254
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1460594172285
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1460594172300
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1460594172300
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1460594172316
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1460594172347
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1460594172394
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1460594172425
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1460594172441
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1460594172456
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1460594172488
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1460594172488
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1460594172597
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1460594172612
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1460594172675
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1460594172675
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1460594172722
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1460594172722
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1460594172722
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1460594172737
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1460594172768
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1460594172800
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1460594172831
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1460594172862
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1460594172862
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1460594172924
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1460594172940
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1460594172971
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1460594172971
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1460594173018
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1460594173034
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1460594173034
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1460594173112
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1460594173143
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1460594173158
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1460594173205
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1460594173268
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1460594173299
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1460594173314
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1460594173314
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1460594173377
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1460594173424
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1460594173424
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1460594173455
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1460594173486
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1460594173517
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1460594173548
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1460594173580
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1460594173580
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1460594173595
os,sysinfo,,,"win32",1460594173595
arch,sysinfo,,,"x86",1460594173595
ws,sysinfo,,,"win32",1460594173595
locale,sysinfo,,,"zh_CN",1460594173595
processors,sysinfo,,,"4",1460594173595
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1460594173595
java.runtime.version,sysinfo,,,"1.7.0-b147",1460594173595
java.specification.name,sysinfo,,,"Java Platform API Specification",1460594173595
java.specification.vendor,sysinfo,,,"Oracle Corporation",1460594173595
java.specification.version,sysinfo,,,"1.7",1460594173595
java.vendor,sysinfo,,,"Oracle Corporation",1460594173595
java.version,sysinfo,,,"1.7.0",1460594173595
java.vm.info,sysinfo,,,"mixed mode, sharing",1460594173595
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1460594173595
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1460594173595
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1460594173595
java.vm.specification.version,sysinfo,,,"1.7",1460594173595
java.vm.vendor,sysinfo,,,"Oracle Corporation",1460594173595
java.vm.version,sysinfo,,,"21.0-b17",1460594173595
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110605-0747,"org.eclipse.emf.ecore",1460594173736
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1460594174001
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1460594174048
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1460594174313
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1460594174313
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1460594174968
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1460594175030
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594176949
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594177012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1460594195669
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594197416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594199944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460594201628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460594212704
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594230847
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594230879
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594231612
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594231643
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594232485
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594232517
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594233250
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594233250
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594234014
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594234061
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594234747
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594234747
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594235325
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460594235964
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460594235964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460594349720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594367332
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594371957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594373767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460594375015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460594388634
