what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460941767109
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460941772195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460941812755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460941820477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460941823207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460941825641
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460941827325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460941829010
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460941833316
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460941844953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941849041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941849914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941850507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941932164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941936142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941983754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941984190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460941984924
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460941995391
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460941997794
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460942001943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942009088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942009806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942010321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942012395
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460942014096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1460942020866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942041567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942042722
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460942045421
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460942049445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460942050475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460942052456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460942054047
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1460942057433
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460942062612
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1460942073220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460942099490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460942165026
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1460942168848
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942171952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942177771
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460942177834
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1460942177865
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1460942181796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942201390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942201483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942204307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942204400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942208254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942208316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460942211342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460942212762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1460942296690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1460942305941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942314786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942316752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1460942349278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1460942350339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1460942384721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460942704771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1460943008145
